depArr,distance,distance_long,operation_mode,angle_sum,NDepDep,NDepArr,NArrDep,NArrArr,Pressure,VisibilityInMeters,isRain,isSnow,flightNumber,airline,aircraftModel,AvgSpdLast10,TaxiTime
0,1949.339075,866.2491974,1,475.42,1,0,0,0,29.59,10000,0,0,FR3187,RYR,B738,296.3543009,10.16666667
0,2467.090392,1078.779413,1,650.86,2,0,0,0,29.59,10000,0,0,SK542,SAS,B738,274.7956712,8.366666667
0,2402.764347,530.8891433,1,808.97,4,0,0,0,29.59,10000,0,0,null,null,E55P,250.8256669,8.216666667
0,1899.756794,1078.779413,1,378.06,1,0,0,0,29.59,10000,0,0,LH2503,DLH,A320,287.4328656,8.433333333
0,1918.089133,530.8891433,1,767.63,1,1,0,0,29.59,10000,0,0,BA1403,BAW,A320,287.5239397,12.35
0,2112.376381,1164.591164,1,598.21,2,1,0,0,29.59,10000,0,0,FR1557,RYR,B738,280.3175718,8.116666667
0,1707.222743,716.2224322,1,346.09,3,2,0,0,29.59,10000,0,0,EI211,EIN,A320,279.7423431,12.7
0,2740.300364,1511.841081,1,604.41,2,0,0,0,29.59,10000,0,0,AY938,FIN,A319,237.792666,8.316666667
0,2093.77622,1164.591164,1,589.26,3,0,0,0,29.59,10000,0,0,FR7544,RYR,B738,245.7356794,15.55
0,649.4338861,0,1,248.25,3,0,0,0,29.59,10000,0,0,SN2178,BEL,A319,251.5683425,2.233333333
0,1860.914586,949.0490379,1,347.52,1,0,0,0,29.59,10000,0,0,FR557,RYR,B738,250.1608675,9.633333333
0,1665.358517,1125.346912,1,225,0,0,0,0,29.59,10000,0,0,U21927,EZY,A320,250.5810989,7.533333333
1,1190.334883,514.6640059,1,247.52,0,0,3,0,29.62,10000,0,0,D85014,NAX,B738,219.3034513,3.266666667
0,1819.558729,719.6829129,1,252.59,0,0,0,0,29.59,10000,0,0,U21953,EZY,A320,259.5770723,10.41666667
1,2148.456717,0,1,540.07,0,0,0,1,29.65,10000,0,0,BY2107,TOM,B738,277.5945036,7.466666667
0,2470.149825,2318.335635,1,294.31,1,0,0,0,29.59,10000,0,0,U21835,EZY,A319,251.0196651,12.35
0,2045.258155,1164.591164,1,573.55,2,1,0,0,29.59,10000,0,0,FR4052,RYR,B738,259.043397,10.8
0,1865.387974,530.8891433,1,678.99,3,1,0,0,29.59,10000,0,0,FR3226,RYR,B738,264.5161736,11.95
1,1676.324225,902.6161518,1,412.26,0,0,1,0,29.59,10000,0,0,AF1168,AFR,A319,275.3839414,5.516666667
0,2511.565984,1078.779413,1,650.98,1,0,0,0,29.59,10000,0,0,LX381,SWR,A320,285.9401171,17.68333333
1,2149.703845,0,1,600.57,0,0,1,0,29.77,10000,0,0,QR23,QTR,B788,259.4773493,6.9
0,1944.934078,866.2491974,1,604.02,1,0,0,0,29.59,10000,0,0,VY6305,VLG,A320,270.9005611,9.733333333
1,1945.160807,1254.754959,1,606.56,0,0,0,0,29.59,10000,0,0,FR2142,RYR,B738,258.5078611,5.416666667
1,2008.689679,1304.438095,1,589.56,0,0,3,0,29.59,10000,0,0,FR3219,RYR,B738,297.4381725,4.233333333
0,2465.213061,1078.779413,1,542.43,1,0,0,0,29.59,10000,0,0,D85015,NAX,B738,268.7762316,11.35
1,2184.030738,514.6640059,1,721.54,0,0,1,1,29.59,10000,0,0,LS898,EXS,B738,313.9954578,6.316666667
0,2090.542997,1078.779413,1,512.78,0,0,0,0,29.59,10000,0,0,EY22,ETD,B789,271.178718,14.93333333
0,2259.559016,1417.437268,1,762.81,2,0,0,0,29.59,10000,0,0,4U9345,GWI,A319,263.0355332,13.53333333
0,1831.523996,530.8891433,1,607.32,1,0,0,0,29.59,10000,0,0,BA1405,BAW,A320,249.1615095,10.95
1,1846.064939,655.0851383,1,438.1,0,0,3,1,29.59,10000,0,0,EW4348,EWG,A319,260.2954084,4.866666667
0,967.3719775,623.3581564,1,516.22,1,0,0,0,29.59,10000,0,0,AF1169,AFR,A319,296.1175405,7.766666667
0,1949.339075,866.2491974,1,471.18,0,0,0,0,29.59,10000,0,0,FR3222,RYR,B738,313.1094029,8.7
arr,1221.167427,617.3965138,1,405.36,0,0,4,1,29.59,10000,0,0,4U342,GWI,A319,247.1766114,1.8
0,1268.929639,634.051999,1,428.46,2,0,0,0,29.59,10000,0,0,U21895,EZY,A319,289.6353981,9.633333333
0,918.8539123,623.3581564,1,509.92,2,1,0,0,29.59,10000,0,0,FR2141,RYR,B738,267.6505046,9.583333333
0,1990.834414,1417.437268,1,547.92,2,0,0,0,29.59,10000,0,0,PK702,PIA,B77W,287.5659067,6.866666667
arr,2009.300993,0,1,602.99,0,0,2,0,29.59,10000,0,0,SK4605,SAS,B737,233.088037,5.1
0,1618.184586,977.4076594,1,370.61,1,0,0,0,29.59,10000,0,0,EI213,EIN,A320,259.7495827,3.266666667
0,2816.034816,1417.437268,1,711.82,1,0,0,0,29.56,10000,0,0,null,FDX,B752,366.1188724,12.91666667
0,2595.22783,1417.437268,1,803.31,0,0,0,0,29.59,10000,0,0,EW4349,EWG,A319,302.559469,12.2
0,1965.554417,1417.437268,1,494.33,1,0,0,0,29.59,10000,0,0,4U343,GWI,A319,307.1055817,8.65
0,2817.254223,1417.437268,1,982.37,0,1,0,0,29.59,10000,0,0,SK4606,SAS,B737,289.7905483,13.68333333
0,1857.897562,1417.437268,1,494.27,0,0,0,0,29.59,10000,0,0,EI3729,EIN,AT76,333.3576971,5.583333333
0,3103.414951,1417.437268,1,927.95,1,1,0,0,29.56,10000,0,0,QR24,QTR,B788,346.9469113,15.48333333
1,1479.938067,756.7631639,1,315.54,0,0,2,0,29.59,10000,0,0,SN2183,BEL,A320,245.1381304,3.816666667
1,1432.632939,756.7631639,1,316.16,0,0,0,0,29.59,10000,0,0,U21928,EZY,A320,261.507604,3.516666667
0,1796.419655,1417.437268,1,450.1,0,0,0,0,29.56,10000,0,0,EK20,UAE,A388,372.0947543,17.26666667
1,1348.12194,756.7631639,1,270.67,0,0,1,1,29.59,10000,0,0,U21836,EZY,A319,285.5788468,2.35
0,1061.560659,756.3860818,1,532.89,0,0,0,0,29.56,10000,0,0,FR559,RYR,B738,364.9067646,8.45
1,2148.871302,1465.731216,1,422.99,0,0,1,0,29.56,10000,0,0,KL1097,KLM,B739,349.9372254,4.616666667
1,1870.75442,1169.749144,1,500.75,0,0,0,1,29.59,10000,0,0,BY425,TOM,B752,284.1591902,5.4
1,1242.129149,0,1,535.65,0,0,2,0,29.59,10000,0,0,U21806,EZY,A320,248.4199923,1.466666667
1,1786.929893,0,1,378.97,0,0,3,0,29.59,10000,0,0,ZB655,MON,A321,287.1977369,3.7
1,1708.177961,783.3187678,1,393.42,0,0,1,0,29.56,10000,0,0,FR3223,RYR,B738,361.9097823,2.933333333
1,1877.484866,514.6640059,1,558.12,0,0,2,0,29.56,10000,0,0,LH2504,DLH,A320,365.1972598,4.5
1,1646.44901,789.7819588,1,683.13,0,0,2,1,29.56,10000,0,0,FR7545,RYR,B738,337.9977613,3.333333333
1,2376.000037,1082.198694,1,590.62,0,0,0,0,29.56,10000,0,0,ZB615,MON,A321,368.1434758,5.316666667
0,3203.88309,2440.106496,1,666.12,0,0,0,0,29.5,10000,0,0,LH8231,GEC,B77L,320.7814723,13.51666667
1,1674.761685,0,1,453.13,0,0,1,0,29.56,10000,0,0,MT2735,TCX,A332,383.4760876,4.316666667
1,2047.793586,1022.750186,1,347.87,0,0,0,0,29.65,3200,0,1,FX5204,FDX,B752,315.97367,5.216666667
0,1080.097017,822.8717969,1,551.73,0,0,0,0,29.62,5000,0,1,KL1072,KLM,B739,324.1941884,9.866666667
0,1607.974755,1074.081608,1,717.17,1,0,0,0,29.62,5000,0,1,SN2184,BEL,A320,276.907778,6.816666667
1,1795.846043,0,1,379.33,0,0,2,0,29.59,10000,0,0,CX357,CPA,B77W,272.8312548,3.9
1,2176.754692,0,1,581.81,0,0,0,0,29.53,10000,0,0,EY15,ETD,B77W,344.1938354,7.2
0,1928.558947,866.2491974,1,586.78,0,0,0,0,29.62,5000,1,0,FR3204,RYR,B738,300.9393909,13.48333333
1,2553.302087,0,1,751.43,0,0,0,0,29.53,10000,0,0,MT2653,TCX,A332,327.8805906,7.4
0,2572.674252,771.1784035,1,829.49,3,1,0,0,29.62,5000,1,0,LH949,DLH,A321,245.719093,18.26666667
0,1744.711696,530.8891433,1,709.25,2,0,0,0,29.62,5000,1,0,FR3501,RYR,B738,261.8341138,14
0,1922.022853,1247.391005,1,449.35,1,0,0,0,29.62,5000,1,0,FR2666,RYR,B738,285.0099671,16.96666667
1,1906.68578,0,1,455.44,0,0,1,0,29.59,10000,0,0,MT2639,TCX,A332,297.2072151,5.2
0,2516.682937,771.1784035,1,782.24,6,0,0,0,29.62,5000,1,0,LH2505,DLH,A320,213.0543616,15.91666667
0,2511.59335,771.1784035,1,836.62,3,0,0,0,29.62,5000,1,0,BY2234,TOM,B738,224.7906367,8.616666667
0,1831.523996,530.8891433,1,607.32,5,0,0,0,29.62,5000,1,0,BA1371,BAW,A320,208.5236232,11.83333333
0,2684.857542,771.1784035,1,728.11,4,0,0,0,29.62,5000,1,0,BY2206,TOM,B738,214.6838929,15
0,2010.447343,1164.591164,1,573.01,4,0,0,0,29.62,5000,1,0,FR4007,RYR,B738,205.2771104,10.73333333
0,2676.598167,1078.779413,1,657.9,4,1,0,0,29.62,5000,1,0,ZB580,MON,A320,197.1634927,12.56666667
0,1699.682899,583.7546206,1,293.31,1,0,0,0,29.59,8000,1,0,U21831,EZY,A320,207.1344533,10.41666667
0,1819.143062,650.9409624,1,596.46,1,0,0,0,29.59,8000,1,0,U21931,EZY,A319,210.9891828,15.16666667
0,1808.096295,1162.383182,1,394.52,1,0,0,0,29.59,8000,1,0,EW4341,EWG,A319,200.0237219,11.76666667
1,1778.575065,1067.444269,1,494.89,0,0,0,0,29.62,5000,1,0,AF1668,AFR,A318,261.6990817,3.433333333
1,1511.520874,756.7631639,1,315.05,0,0,3,0,29.62,5000,1,0,U2130,EZY,A319,246.4624864,6.583333333
1,939.4944119,523.5585887,1,239.12,0,0,0,0,29.59,10000,0,0,U21805,EZY,A320,192.3757459,11.2
1,1674.761685,0,1,453.13,0,0,2,0,29.59,10000,0,0,SQ52,SIA,A359,239.0917781,4.65
0,1660.405968,0,1,793.74,3,0,0,0,29.44,10000,0,0,MT1966,TCX,A321,103.7290821,11.7
0,1910.764625,949.0490379,1,427.01,2,0,0,0,29.53,10000,0,0,AF1669,AFR,A318,290.6119775,7.3
0,1061.560659,756.3860818,1,533.91,0,0,0,0,29.56,10000,0,0,FR553,RYR,B738,185.2864213,15.96666667
1,1675.17627,752.8865225,1,408.48,0,0,4,0,29.62,5000,1,0,KL1073,KLM,B737,172.204829,4.266666667
1,2565.353531,926.3767654,1,581.31,0,0,0,0,29.5,10000,0,0,VS78,VIR,B744,342.3410887,9.216666667
1,2414.630525,1255.910873,1,410.51,0,0,1,0,29.59,8000,1,0,null,XLF,A332,201.3059962,8.4
1,1999.522121,0,1,845.37,0,0,0,1,29.53,10000,0,0,SK2547,SAS,B736,255.7569641,4.083333333
0,1605.752195,1071.081342,1,224.32,0,2,0,0,29.53,10000,0,0,MT354,TCX,A321,288.407897,10.33333333
0,2295.449621,1078.779413,1,547.52,1,0,0,0,29.53,10000,0,0,EY16,ETD,B77W,291.9530845,16.36666667
0,404.6522033,0,1,200.09,0,1,0,0,29.53,10000,0,0,KL1074,KLM,B737,317.5649306,0.483333333
1,1527.519264,514.6640059,1,427.42,0,0,0,0,29.59,10000,1,0,LH2500,DLH,A320,200.9035124,16.3
0,1824.398686,949.0490379,1,342.5,0,0,0,0,29.53,10000,0,0,null,RYR,B738,392.8977332,12.45
1,1620.319376,1431.013238,1,244.18,0,0,0,0,29.56,10000,0,0,BY727,TOM,B788,237.696169,4.116666667
0,1129.20502,822.8717969,1,551.01,1,2,0,0,29.47,10000,0,0,KL1082,KLM,B738,194.4174234,9.383333333
1,2041.032307,1169.749144,1,510.89,0,0,0,0,29.62,4500,0,1,TK1993,THY,A321,310.5388433,8.483333333
0,2950.767121,2052.652324,1,513.05,0,0,0,0,29.53,10000,0,0,null,TOM,B738,447.4469965,10.53333333
0,2771.016583,2101.448641,1,395.7,2,0,0,0,29.53,10000,0,0,SK2548,SAS,B736,364.5119992,11.18333333
0,1817.443489,0,1,505.21,1,0,0,0,29.53,10000,0,0,BA1385,BAW,A319,392.1591366,15.51666667
1,1582.727965,713.1749339,1,487.03,0,0,0,0,29.56,10000,0,0,U21832,EZY,A320,193.656641,1.9
0,2259.559016,1417.437268,1,648.07,0,0,0,0,29.47,10000,0,0,SK540,SAS,A320,381.2754427,14.63333333
0,1564.740349,1169.957521,1,494.16,1,0,0,0,29.47,10000,0,0,EI203,EIN,A320,370.5417626,16.25
1,1746.721329,1242.517683,1,535.74,0,0,1,0,29.56,10000,0,0,FR3502,RYR,B738,176.1234062,4.816666667
0,1571.299739,1074.081608,1,732.28,2,0,0,0,29.47,10000,0,0,U2131,EZY,A319,341.2759534,14.15
1,2053.307852,0,1,456.17,0,0,3,0,29.53,10000,0,0,FH602,FHY,A320,340.3222022,5.683333333
0,1398.838852,1074.081608,1,553.58,1,0,0,0,29.47,10000,0,0,BA1389,BAW,A320,268.6593997,12.61666667
0,2812.914269,1417.437268,1,890.66,3,0,0,0,29.47,10000,0,0,BY148,TOM,B788,165.7277405,31.25
0,2422.047245,1417.437268,1,709.71,1,2,0,0,29.47,10000,0,0,BY2256,TOM,B738,194.7387325,16.85
0,1796.419655,1417.437268,1,450.1,1,0,0,0,29.47,10000,0,0,EK22,UAE,A388,189.4066289,13.73333333
0,3300.404325,2391.310179,1,782.75,2,0,0,0,29.47,10000,0,0,VS109,VIR,A333,168.0980101,25.25
0,1525.596727,1074.081608,1,543.48,4,0,0,0,29.47,10000,0,0,BA1387,BAW,A320,165.0998948,22.38333333
0,1618.184586,977.4076594,1,370.61,5,0,0,0,29.47,10000,0,0,U21949,EZY,A320,160.8110739,15.83333333
0,2206.713528,1417.437268,1,716.55,4,0,0,0,29.44,10000,0,0,null,null,E55P,159.9439571,17.56666667
0,1778.676581,1417.437268,1,449.77,7,0,0,0,29.44,10000,0,0,LH2501,DLH,A320,136.6008629,15.9
0,2922.011326,1417.437268,1,920.97,5,0,0,0,29.44,10000,0,0,TK1994,THY,A321,157.2511021,26.4
0,1111.755568,756.3860818,1,569.8,6,0,0,0,29.44,10000,0,0,FR34,RYR,B738,143.4277333,21.35
0,1309.917534,634.051999,1,554.05,5,1,0,0,29.44,10000,0,0,EI205,EIN,A320,108.4209869,15.63333333
0,1061.560659,756.3860818,1,533.91,5,0,0,0,29.44,10000,0,0,FR4094,RYR,B738,133.4133404,19.5
0,2259.559016,1417.437268,1,648.99,2,1,0,0,29.41,10000,0,0,A3639,AEE,A320,157.8060101,16.21666667
1,2193.728556,1344.933009,1,688.65,0,0,6,0,29.44,10000,0,0,AA734,AAL,A332,97.65683695,9.2
1,1765.319681,1196.987006,1,508.01,0,0,3,1,29.53,10000,0,0,FR1144,RYR,B738,360.9112487,5.133333333
0,2467.722995,1417.437268,1,788.03,0,0,0,0,29.41,10000,0,0,TS293,TSC,A310,108.9192605,14.85
0,2961.850807,1417.437268,1,965.54,3,0,0,0,29.41,10000,0,0,CX358,CPA,B77W,164.7911611,14.43333333
0,2815.376892,1417.437268,1,873.74,1,1,0,0,29.41,10000,0,0,EW1343,EWG,A320,153.9517549,17.15
0,1478.568965,1074.081608,1,543.76,2,0,0,0,29.41,10000,0,0,BA1395,BAW,A320,160.6713456,15.6
1,1795.651604,1233.154065,1,664.29,0,0,0,0,29.53,10000,0,0,FR2665,RYR,B738,288.0412338,4.616666667
0,1965.554417,1417.437268,1,494.33,3,0,0,0,29.41,10000,0,0,FI441,ICE,B752,164.9420657,14.26666667
1,1674.761685,0,1,453.13,0,0,0,0,29.62,2200,0,1,PK721,PIA,B772,322.6831165,4.783333333
0,2922.011326,1417.437268,1,920.97,3,0,0,0,29.41,10000,0,0,SK4608,SAS,B737,167.5326711,16.71666667
0,918.8539123,623.3581564,1,500.51,3,0,0,0,29.41,10000,0,0,FR3246,RYR,B738,179.5683994,10.13333333
1,1090.307634,0,1,431.03,0,0,1,0,29.53,10000,0,0,FR3205,RYR,B738,400.9029325,1.316666667
0,1129.20502,822.8717969,1,551.01,4,0,0,0,29.41,10000,0,0,FR1145,RYR,B738,176.9330639,10.88333333
0,2812.914269,1417.437268,1,890.66,0,0,0,0,29.38,10000,0,0,BY122,TOM,B788,173.1171038,13.28333333
0,2991.149321,1982.993683,1,782.03,1,0,0,0,29.38,10000,0,0,SQ52,SIA,A359,177.6757085,12.33333333
0,1965.554417,1417.437268,1,494.33,1,0,0,0,29.38,10000,0,0,LH943,DLH,A321,156.4775554,7.5
1,2158.908974,789.7819588,1,920.77,0,0,1,0,29.41,10000,0,0,AF1068,AFR,A318,118.7211528,4.75
0,1796.419655,1417.437268,1,450.1,1,0,0,0,29.38,10000,0,0,EK18,UAE,A388,166.2687558,20.91666667
0,1113.68319,822.8717969,1,535.29,3,0,0,0,29.38,10000,0,0,AF1069,AFR,A318,236.5221877,6.266666667
0,1160.273633,756.3860818,1,576.1,1,0,0,0,29.38,10000,0,0,KL1084,KLM,B737,160.9236561,7.316666667
1,2176.754692,0,1,581.81,0,0,2,2,29.47,10000,0,0,ZB653,MON,A321,184.3348085,5.283333333
0,2855.568716,977.4076594,1,804.14,1,0,0,0,29.38,10000,0,0,VS75,VIR,B744,167.3036039,23.96666667
0,1722.790639,977.4076594,1,370.06,1,1,0,0,29.38,10000,0,0,EI3325,EIN,AT76,187.6848698,13.73333333
1,1571.243532,514.6640059,1,450,0,0,2,0,29.47,10000,0,0,ZB581,MON,A320,265.092825,10.3
0,1618.184586,977.4076594,1,370.63,2,0,0,0,29.38,10000,0,0,U21893,EZY,A320,191.1618246,8.316666667
0,759.1905594,0,1,410.08,2,0,0,0,29.38,10000,0,0,null,RYR,B738,227.7883725,7.4
0,1512.432944,1074.081608,1,615.43,3,0,0,0,29.38,10000,0,0,FR3218,RYR,B738,238.4357739,9.333333333
0,1525.596727,1074.081608,1,543.48,1,0,0,0,29.38,10000,0,0,BA1375,BAW,A320,240.6558844,13.4
0,1319.723329,1074.081608,1,457.65,2,0,0,0,29.38,10000,0,0,U21985,EZY,A319,211.8403121,3.966666667
1,1795.651604,1251.671203,1,484.29,0,0,3,1,29.38,10000,0,0,FR562,RYR,B738,215.3928868,3.866666667
0,2422.047245,1417.437268,1,709.71,0,1,0,0,29.44,9000,1,0,PK721,PIA,B772,304.3738801,7.966666667
0,1564.740349,1169.957521,1,482.24,0,0,0,0,29.44,9000,1,0,U22922,EZY,A319,299.1057638,4.866666667
0,1904.343428,977.4076594,1,772.72,3,1,0,0,29.44,7000,1,0,null,null,LJ75,298.4914006,5.85
0,1478.568965,1074.081608,1,543.76,0,0,0,0,29.44,7000,1,0,BA1399,BAW,A320,284.8186971,10.26666667
0,1451.45013,1169.957521,1,502.31,1,2,0,0,29.44,7000,1,0,U21833,EZY,A320,342.4140403,10.91666667
0,2900.339445,1417.437268,1,927.41,2,1,0,0,29.44,7000,1,0,ZB574,MON,A320,337.9382265,10.91666667
0,2854.745285,1417.437268,1,927.25,2,0,0,0,29.44,7000,1,0,QR28,QTR,B788,348.3015827,18.46666667
0,1920.554686,1417.437268,1,494.44,2,1,0,0,29.44,7000,1,0,D86409,NAX,B738,325.3567098,10.13333333
0,1061.560659,756.3860818,1,533.91,3,0,0,0,29.44,7000,1,0,FR561,RYR,B738,284.7456241,12.06666667
0,2942.3016,1417.437268,1,927.97,3,0,0,0,29.44,7000,1,0,ZB676,MON,A321,300.6420131,18.1
0,2456.14861,1078.779413,1,440.79,1,0,0,0,29.47,10000,0,0,DE2212,TCX,A332,258.8831514,11.2
1,2124.082646,0,1,664.41,0,0,2,1,29.47,10000,0,0,TK1995,THY,A321,197.5394418,8.533333333
0,2025.160739,1417.437268,1,495.01,0,0,0,0,29.455,10000,0,0,U21871,EZY,A320,255.8346597,5.683333333
0,3310.193884,2065.675681,1,821.8,0,0,0,0,29.455,10000,0,0,ZB654,MON,A321,250.1109185,15
0,1659.917615,716.2224322,1,346.71,1,0,0,0,29.47,10000,0,0,U21951,EZY,A320,278.3945801,11.88333333
1,2562.412474,1103.1694,1,875.31,0,0,1,0,29.44,9000,1,0,FR3504,RYR,B738,250.9325148,6.466666667
0,2428.732286,1078.779413,1,603.69,1,1,0,0,29.47,10000,0,0,EW1345,EWG,A320,264.9587299,8.616666667
0,1984.149887,866.2491974,1,471.72,1,0,0,0,29.5,10000,0,0,FR3445,RYR,B738,260.592299,10
1,2193.728556,1344.933009,1,688.65,0,0,3,0,29.38,10000,0,0,FR4097,RYR,B738,190.0980476,6.15
1,2131.822164,1211.961985,1,694.41,0,0,2,0,29.38,10000,0,0,FR3209,RYR,B738,165.4411045,5.366666667
1,2222.761116,1344.933009,1,694.04,0,0,1,0,29.44,7000,1,0,FR3247,RYR,B738,287.8352926,3.916666667
1,1960.617524,1223.92057,1,618.53,0,0,1,0,29.47,10000,0,0,FR556,RYR,B738,254.2450547,4.95
0,1959.627559,949.0490379,1,389.71,0,0,0,0,29.5,10000,0,0,FR3503,RYR,B738,305.8810598,9.483333333
0,1856.980866,0,1,665.8,1,0,0,0,29.5,10000,0,0,BA1403,BAW,A320,304.4770116,9.25
0,1972.217762,1247.391005,1,485.24,1,0,0,0,29.5,10000,0,0,FR7542,RYR,B738,302.6225821,17.23333333
0,2235.425608,1078.779413,1,527.1,2,0,0,0,29.5,10000,0,0,SK542,SAS,A319,274.4583509,9.683333333
0,441.1681024,0,1,205.11,3,0,0,0,29.5,10000,0,0,FR557,RYR,B738,283.57519,7.283333333
0,2010.447343,1164.591164,1,573.01,2,0,0,0,29.52,10000,0,0,FR3187,RYR,B738,248.9324764,11.51666667
0,1839.679102,1212.078373,1,394.03,2,1,0,0,29.52,10000,0,0,U21927,EZY,A319,260.9091068,12.31666667
0,1621.865517,911.300394,1,334.03,2,1,0,0,29.52,10000,0,0,EI211,EIN,A320,234.3867328,10.36666667
0,1742.135432,1078.779413,1,296.56,1,0,0,0,29.52,10000,0,0,LH2503,DLH,A320,230.6616834,2.783333333
0,1808.096295,1162.383182,1,394.52,0,0,0,0,29.52,10000,0,0,SN2178,BEL,A319,229.7127767,8.6
1,2870.658498,1681.499164,1,630.39,0,0,3,0,29.44,7000,1,0,VY1396,VLG,A320,279.1414423,8.583333333
1,2710.907297,1548.52814,1,636.74,0,0,0,0,29.44,9000,1,0,IB3692,IBS,A320,278.0128579,5.916666667
1,2572.256629,1494.188474,1,473.85,0,0,3,0,29.44,7000,1,0,FR4051,RYR,B738,315.8302444,5.233333333
1,2572.256629,1494.188474,1,473.85,0,0,4,0,29.38,10000,0,0,VY8755,VLG,A320,242.7256614,5.366666667
0,2484.972007,771.1784035,1,890.79,0,1,0,0,29.575,10000,0,0,LH947,DLH,A320,342.5799512,17.76666667
0,1865.387974,530.8891433,1,678.99,1,1,0,0,29.575,10000,0,0,FR1557,RYR,B738,314.018934,9.533333333
0,1940.559211,1164.591164,1,689.33,2,1,0,0,29.575,10000,0,0,KL1094,KLM,B739,318.6494393,13.13333333
1,2086.202428,710.8697062,1,556.33,0,0,2,0,29.575,10000,0,0,null,UAE,A388,317.7802658,5.416666667
0,2169.02904,771.1784035,1,696.53,0,0,0,0,29.575,10000,0,0,EY22,ETD,B77W,323.590342,25.76666667
0,2096.302926,1489.819151,1,485.66,1,0,0,0,29.59,10000,1,0,VY1397,VLG,A320,286.2482353,19.75
0,1972.217762,1247.391005,1,485.24,2,1,0,0,29.59,10000,1,0,IB3693,IBS,A320,252.2644231,24.78333333
0,2010.447343,1164.591164,1,573.01,3,0,0,0,29.59,10000,1,0,FR3222,RYR,B738,233.2762145,23.36666667
1,2870.658498,1681.499164,1,630.39,0,0,0,0,29.5,10000,0,0,FR8357,RYR,B738,296.8393994,6.9
0,1860.914586,949.0490379,1,347.52,4,0,0,0,29.59,10000,1,0,FR4052,RYR,B738,207.5530251,14.83333333
1,2619.280972,1297.094872,1,766.51,0,0,1,1,29.44,7000,1,0,null,TCX,A321,334.3273084,6.333333333
1,2864.880245,1681.499164,1,630.07,0,0,2,0,29.52,10000,0,0,FR3219,RYR,B738,238.2028793,6.733333333
1,3050.671463,1414.594737,1,720.45,0,0,2,1,29.52,10000,0,0,SK2549,SAS,B738,204.6166158,6.666666667
0,1665.358517,1125.346912,1,225,3,0,0,0,29.62,10000,1,0,U21895,EZY,A319,231.9226355,12.71666667
1,3247.611913,2481.444586,1,489.56,0,0,1,0,29.5,10000,0,0,DE4790,CFG,A320,264.1779879,7.833333333
1,2873.379661,1225.533712,1,683.42,0,0,0,0,29.575,10000,0,0,EW1346,EWG,A320,313.9398023,6.233333333
0,1948.54095,1247.391005,1,450.63,0,0,0,0,29.65,5000,1,0,FR8358,RYR,B738,248.5890478,12.26666667
1,2277.081219,1843.877815,1,499.01,0,0,3,0,29.59,10000,1,0,EI212,EIN,A320,174.0015168,3.166666667
1,2536.963021,1880.61885,1,424.93,0,0,1,0,29.47,10000,0,0,BY2257,TOM,B738,243.2116307,6.233333333
0,2465.213061,1078.779413,1,542.43,0,3,0,0,29.65,5000,1,0,SK2550,SAS,B738,368.8654659,10.33333333
1,2941.808391,1880.61885,1,636.29,0,0,0,0,29.62,10000,1,0,DE1483,CFG,B753,225.4515018,8.933333333
0,2754.709222,1417.437268,1,750.94,0,0,0,0,29.65,10000,0,0,EW1347,EWG,A320,351.6855617,10.93333333
0,2964.826677,1417.437268,1,819.21,1,0,0,0,29.65,10000,0,0,QR24,QTR,B788,343.9503819,17.5
0,1564.740349,1169.957521,1,494.16,2,0,0,0,29.65,10000,0,0,U2137,EZY,A320,317.3950557,11.83333333
0,1618.184586,977.4076594,1,370.61,3,0,0,0,29.65,10000,0,0,EI213,EIN,A320,314.7333689,8.483333333
1,2148.456717,0,1,540.07,0,0,0,1,29.65,5000,1,0,PK701,PIA,B77W,294.0297544,6.766666667
0,3230.918617,2970.323752,1,558.04,4,0,0,0,29.65,10000,0,0,FX5203,FDX,B752,295.7076126,19.15
0,1796.419655,1417.437268,1,450.1,3,1,0,0,29.65,10000,0,0,EK20,UAE,A388,271.2303621,20.33333333
1,1910.993841,1169.749144,1,480.49,0,0,0,1,29.5,10000,0,0,TOM2203,TOM,B752,304.9985807,5.233333333
1,1708.177961,783.3187678,1,393.42,0,0,1,0,29.65,5000,1,0,AF1168,AFR,A320,256.0559272,4.483333333
1,1839.952891,970.6294578,1,499.38,0,0,0,0,29.65,5000,1,0,FR1556,RYR,B738,283.5423589,3.716666667
1,2249.63952,1345.315855,1,556.49,0,0,1,0,29.65,5000,1,0,FR558,RYR,B738,320.8145385,5.116666667
1,1456.674369,633.9280978,1,300.22,0,0,2,0,29.59,10000,1,0,U21872,EZY,A320,275.8380518,3.733333333
0,1061.560659,756.3860818,1,533.91,0,0,0,0,29.68,10000,0,0,FR559,RYR,B738,245.9711289,8.75
1,579.9625729,0,1,134.47,0,0,0,1,29.62,10000,1,0,ZB677,MON,A321,243.6063612,1.333333333
1,1945.913596,1169.749144,1,510.99,0,0,3,0,29.52,10000,0,0,MT1825,TCX,A321,208.4279915,5.95
1,1676.324225,958.3921823,1,434.27,0,0,0,2,29.65,5000,1,0,FR3446,RYR,B738,343.3126797,4.4
0,2817.971028,1417.437268,1,927.64,0,0,0,0,29.74,10000,0,0,PK702,PIA,B77W,229.5509576,13.18333333
1,3028.691129,567.5346884,1,721.74,0,0,0,2,29.65,5000,1,0,ZB655,MON,A321,317.8225073,8.883333333
